Site_Seq,Site,Seq,Date,month,Order,Family,Lowest_ID,mass_mg
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.008381478802054722
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.008381478802054722
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Coleoptera,Elmidae,Elmidae,0.1749298050202334
OL-SEQ2,OL,SEQ2,2021-05-05,May,Coleoptera,Elmidae,Elmidae,0.2726488181019515
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.002900613246745249
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.002900613246745249
OL-SEQ2,OL,SEQ2,2021-05-05,May,Coleoptera,Psephenidae,Psephenidae,0.24933266549135996
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Ephydridae,Ephydridae,0.1903563024630629
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0921997309334166
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0921997309334166
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-05-05,May,Coleoptera,Scirtidae,Scirtidae,0.8327093436134947
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.008381478802054722
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.008381478802054722
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Dixidae,Dixidae,0.10439639581511663
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Dixidae,Dixidae,0.10439639581511663
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Baetidae,Baetidae,0.03888097143187806
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Ameletidae,Ameletidae,0.04629737352441934
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Baetidae,Baetidae,0.017003496618867193
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Baetidae,Baetidae,0.017003496618867193
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Ameletidae,Ameletidae,0.021989477173666346
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Ameletidae,Ameletidae,0.021989477173666346
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Baetidae,Baetidae,0.0053
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Baetidae,Baetidae,0.0053
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Baetidae,Baetidae,0.0053
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Baetidae,Baetidae,0.07385049226498017
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Ephemerellidae,Ephemerellidae,0.7643300885307858
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Baetidae,Baetidae,0.7125553445899083
OL-SEQ2,OL,SEQ2,2021-05-05,May,Ephemeroptera,Ameletidae,Ameletidae,0.2783697136700785
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Empididae,Empididae,0.9177313587301292
OL-SEQ2,OL,SEQ2,2021-05-05,May,Trichoptera,Glossosomatidae,Glossosomatidae,0.3335547484262432
OL-SEQ2,OL,SEQ2,2021-05-05,May,Trichoptera,Glossosomatidae,Glossosomatidae,0.21141632720348394
OL-SEQ2,OL,SEQ2,2021-05-05,May,Trichoptera,Glossosomatidae,Glossosomatidae,0.02720769789354801
OL-SEQ2,OL,SEQ2,2021-05-05,May,Diptera,Tipulidae,Tipulidae,0.4790204197707575
OL-SEQ2,OL,SEQ2,2021-05-05,May,Hemiptera,Aphididae,Aphididae,0.0023782618043622313
OL-SEQ2,OL,SEQ2,2021-05-05,May,Hemiptera,Aphididae,Aphididae,0.050280534980873134
OL-SEQ2,OL,SEQ2,2021-05-05,May,Plecoptera,Chloroperlidae,Chloroperlidae,3.0821883132550334
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Ceratopogonidae,Ceratopogonidae,0.044172838264392854
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Ceratopogonidae,Ceratopogonidae,0.044172838264392854
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.25446536462920843
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.25446536462920843
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.25446536462920843
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.25446536462920843
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.25446536462920843
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.25446536462920843
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.12996686091128704
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.12996686091128704
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.05465653473361006
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.05465653473361006
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.05465653473361006
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.05465653473361006
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.05465653473361006
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.05465653473361006
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.01612246016656807
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.01612246016656807
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.01612246016656807
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.01612246016656807
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.01612246016656807
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.01612246016656807
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.006780173021850251
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.006780173021850251
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.006780173021850251
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.006780173021850251
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.002
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.002
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.002
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Simuliidae,Simuliidae,0.002
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.001003827296578192
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.001003827296578192
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Coleoptera,Elmidae,Elmidae,0.40046303530199184
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Coleoptera,Elmidae,Elmidae,0.1749298050202334
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Coleoptera,Elmidae,Elmidae,0.1749298050202334
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Coleoptera,Elmidae,Elmidae,0.1034906237977626
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Trichoptera,Rhyacophilidae,Rhyacophilidae,0.055231849187476055
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Trichoptera,Rhyacophilidae,Rhyacophilidae,0.055231849187476055
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Trichoptera,Glossosomatidae,Glossosomatidae,0.4254159131921805
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.04955135669758669
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.04955135669758669
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.0079
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.0079
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Trichoptera,Glossosomatidae,Glossosomatidae,0.0082
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Hemiptera,Aphididae,Aphididae,0.03272331234660901
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Hemiptera,Aphididae,Aphididae,0.21770743743571572
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Plecoptera,Chloroperlidae,Chloroperlidae,0.2837427496549058
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Coleoptera,Elmidae,Elmidae,0.24933266549135996
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Coleoptera,Hydraenidae,Hydraenidae,0.24933266549135996
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Ephemeroptera,Baetidae,Baetidae,0.28523206405406
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Collembola,Sminthuridae,Sminthuridae,0.011
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Collembola,Sminthuridae,Sminthuridae,0.011
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Diptera,Empididae,Empididae,0.18417831599254042
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Hemiptera,Aphididae,Aphididae,0.0108
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Hemiptera,Aphididae,Aphididae,0.13224879974884357
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Ephemeroptera,Leptohyphidae,Leptohyphidae,0.050556301648741794
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Hemiptera,Aphididae,Aphididae,0.0108
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Hemiptera,Aphididae,Aphididae,0.0108
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Hemiptera,Aphididae,Aphididae,0.005
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Hemiptera,Aphididae,Aphididae,0.050280534980873134
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Phryganeidae,Phryganeidae,0.08809622539759897
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.14505118964512873
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.14505118964512873
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.5613046406021572
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.5613046406021572
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.5613046406021572
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.5613046406021572
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.5613046406021572
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.5613046406021572
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.31080214564195807
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.31080214564195807
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.31080214564195807
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.31080214564195807
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.31080214564195807
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.31080214564195807
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.31080214564195807
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.31080214564195807
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.04955135669758669
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.04955135669758669
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.04955135669758669
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.04955135669758669
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.0079
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Trichoptera,Lepidostomatidae,Lepidostomatidae,0.0079
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Coleoptera,Elmidae,Elmidae,0.40046303530199184
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Coleoptera,Elmidae,Elmidae,0.1749298050202334
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Hemiptera,Aphididae,Aphididae,0.005
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Diptera,Empididae,Empididae,0.4790204197707575
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Ephemeroptera,Ameletidae,Ameletidae,0.794961618777692
